-712|-857.8961089891366
-611|122.1297614965988
542|-725.3824011143457
-924|618.5914180188863
757|-325.6505586740233
780|197.444190264109
399|328.2256454383635
389|-945.1979326052316
-317|732.3195006954197
759|408.0599985830627
126|-324.2989848267091
440|944.8492958639906
417|-592.3451087175633
-128|-860.4180457885082
902|-13.576531479915275
-721|-258.15404026893395
-335|-545.7640727593287
-374|50.25777707280258
797|-312.2763159129373
-113|941.6859527503016
408|-919.82644448587
562|-143.37042877324598
730|351.7912419106485
-26|-12.283399427086579
-45|-499.10489984091424
-368|-258.68631973140486
-702|-841.6794012405953
627|26.153227628563855
441|-551.5943713194855
973|439.2371384386545
314|353.2371484498194
472|234.84084928395987
-761|962.2813107085692
-950|421.1926654891188
610|-309.17617759340806
654|-946.125009827951
778|-740.1394621802204
774|9.500116220545465
847|-985.1249204376069
-598|-915.3624369483302
-982|468.31761983780757
-86|913.9444124477702
-509|102.64972656928626
-812|146.71203549359984
-563|-226.3195421336868
926|745.6788968774272
494|-84.47238558577453
78|625.0739815824481
-523|769.7201880190498
963|332.39292849795333
-585|845.2414271005705
814|-141.3481794116003
821|900.7095454649686
309|633.8916341528102
544|980.4652980905164
-349|-521.5454667946749
379|-492.1498205069084
742|-780.3978673352929
122|-615.6384336284091
531|-586.1293901194167
417|123.89658448765181
-160|714.052236434773
420|268.0374667700728
421|-375.68813132667515
919|-906.8121907763898
-131|611.2021662178383
25|551.1470290949298
-246|401.65337997360575
-625|444.0258862236992
-76|-762.0929872896403
-422|-110.81377325011749
141|179.20493771599945
-433|-189.5060118421501
-289|483.5365453984082
-103|998.3402256235674
196|39.564245705525764
-332|117.08582381877727
-494|-79.9003950013306
212|-935.4002609269538
609|25.549743271225907
384|-282.46981006820886
-815|878.1262653931824
-106|423.0678134757943
122|-635.8163921125725
-938|-290.38111463245775
495|298.92048436600476
505|-584.5666804945145
-817|-583.2390541963202
-944|-421.28539082310886
-657|947.3273941774196
-903|107.37568067149891
-124|837.96144226865
22|-560.2776596684633
-910|-903.7281190060667
-717|-865.5083482305266
-710|-7.275834215139753
-366|-781.1570080509769
358|773.2121596488903
-5|-480.07222050091207
-867|158.2563871422385
-115|948.2958181522724
-850|-992.2457811186933
-471|-704.7486981005158
407|112.44308180591702
549|873.6342424081699
321|-441.0117728560698
480|936.6818921381569
-966|197.58548403503187
664|-913.754552687881
-103|-987.4903079267932
753|603.2467767597509
156|454.6777377236467
354|615.9815614893676
749|-702.6187544417983
-11|894.5617506279204
420|-876.5650421508894
-158|824.6677153397245
894|743.9381425580959
-508|-726.6661055385587
-745|-705.117131430915
-874|-656.7096397979761
133|210.5706620305341
-585|598.2755430395412
-697|-563.1470054667288
-184|-732.0609593960717
25|570.323210263708
54|-22.000062604635104
639|-927.6574229841033
889|-129.9765888061903
-520|912.6052885575373
-476|289.42049321004197
768|404.44189266275725
-231|-634.430443027027
288|-38.55249171230105
-272|-454.6373623143937
-331|99.46366750225707
-402|-219.08867594300534
-129|-85.22331635241119
-84|-468.04415573225833
-323|819.3986273758799
233|-387.9234133437013
-797|-348.5454734647915
171|100.49465179284948
-70|-787.4915253433663
470|165.19238634882504
-441|-146.4837973795478
113|949.0977807918593
-215|-781.1211508506002
9|-286.0322713918064
-202|-546.7036053287691
-364|-121.78700179524776
-129|-740.7488573897125
-457|-647.0175070376498
728|-379.2490787735629
513|573.6389125464477
871|638.2856616055021
-37|-483.089729664218
-228|-442.3181434615626
663|-456.2668729817865
-5|-201.58152354386334
490|-393.18696939804147
870|-332.5799563819321
-652|752.1191615170194
-290|48.604215487111105
819|299.56112883032347
693|-870.4736477925251
-56|-124.0159265131498
914|924.9507997324829
-352|150.09613198481156
574|838.5643920736561
78|-296.35293182629187
-259|-660.6457993353887
820|662.1492323511604
-945|586.8838241230478
-353|-264.98617061172115
-919|-297.1870371418171
963|754.1816023033925
193|-919.9023720222231
-696|-509.35621307402215
576|66.25835108684987
449|277.37217578172545
-210|247.20509568741068
298|-358.87655129931534
-127|-31.0139606653363
461|825.9944292836599
-237|69.6365414195318
886|260.3286828313585
-186|-226.6723119608631
80|-95.08782405803242
656|-894.6407274206056
636|918.1421969874584
138|629.1559265235053
932|286.8067223588996
-265|-289.65511765409667
-467|138.50818035839552
118|566.4556669001854
-141|792.0420352846365
825|760.8466469039995
930|-3.8732723686556483
